Airline,Departure Airport,Arrival Airport,Aircraft Type,Departure Planned Time,Departure Time,Arrival Planned Time,Arrival Time,Distance,Number of Containers,Cargo Weight,Freight Load Factor,Cargo Type,Priority Cargo,Special Handling,Temperature-Controlled Freight,Dangerous Goods,Peak Freight Season,Departure Weather Conditions,Delay
CX,BHX,JNB,B787,29/11/2024 23:32,29/11/2024 23:43,30/11/2024 05:32,30/11/2024 05:43,9117,2,2914,51.54,Healthcare,No,No,Yes,No,Yes,Snow,Yes
CK,LHR,TPE,A320,08/11/2024 00:06,08/11/2024 00:22,08/11/2024 06:06,08/11/2024 06:22,9697,7,1830,59.99,Healthcare,Yes,Yes,No,No,No,Snow,Yes
CX,MAN,IST,B777,25/01/2024 04:55,25/01/2024 04:55,25/01/2024 05:55,25/01/2024 07:55,2114,4,4000,78.93,General Cargo,No,No,Yes,No,No,Rain,Yes
BA,LGW,MEL,B787,11/07/2024 12:02,11/07/2024 12:02,11/07/2024 15:02,11/07/2024 13:02,6239,19,1109,85.93,Pharmaceuticals,Yes,No,Yes,No,Yes,Rain,Yes
AC,NCL,YUL,A350,01/06/2024 12:37,01/06/2024 12:37,01/06/2024 14:37,01/06/2024 17:37,6581,18,4607,61.19,Pharmaceuticals,Yes,No,Yes,Yes,Yes,Snow,Yes
VS,MAN,JFK,B787,02/07/2024 22:47,03/07/2024 01:40,02/07/2024 23:47,03/07/2024 02:40,6604,11,3975,68.39,Electronics,No,Yes,Yes,Yes,No,Fog,Yes
CX,LHR,XMN,A350,17/11/2024 18:18,17/11/2024 18:18,18/11/2024 01:18,17/11/2024 20:18,4716,5,4094,63.22,Healthcare,Yes,No,Yes,Yes,Yes,Fog,Yes
TK,BRS,MEL,B787,14/09/2024 03:18,14/09/2024 04:57,14/09/2024 09:18,14/09/2024 10:57,4370,3,3593,89.44,Electronics,Yes,No,Yes,No,Yes,Rain,Yes
BA,MAN,CAI,B787,07/09/2024 06:16,07/09/2024 06:16,07/09/2024 12:16,07/09/2024 09:16,2525,7,2281,80.84,Electronics,No,Yes,Yes,Yes,No,Rain,Yes
AC,BHX,YUL,B787,15/07/2024 11:03,15/07/2024 11:03,15/07/2024 16:03,15/07/2024 14:03,9587,8,1552,66.62,Pharmaceuticals,No,No,Yes,No,Yes,Snow,Yes
DL,BRS,SCL,A350,25/05/2024 09:56,25/05/2024 10:15,25/05/2024 12:56,25/05/2024 13:15,7394,20,4910,63.63,Healthcare,Yes,Yes,No,Yes,No,Clear,Yes
DL,NCL,LAX,A320,08/04/2024 22:16,08/04/2024 22:17,09/04/2024 05:16,09/04/2024 05:17,4474,17,3610,62.11,Pharmaceuticals,Yes,No,Yes,Yes,Yes,Fog,Yes
GF,BRS,BOM,B777,06/07/2024 02:21,06/07/2024 02:21,06/07/2024 03:21,06/07/2024 07:21,9335,20,1263,68.16,Perishables,Yes,No,Yes,Yes,No,Snow,Yes
BA,LHR,BNE,A320,18/04/2024 00:09,18/04/2024 00:09,18/04/2024 06:09,18/04/2024 03:09,4291,1,1710,82.64,General Cargo,Yes,Yes,Yes,Yes,No,Rain,Yes
LH,LGW,GIG,B777,25/05/2024 15:45,25/05/2024 16:03,25/05/2024 19:45,25/05/2024 20:03,6019,13,1499,61.25,Pharmaceuticals,No,Yes,Yes,No,No,Rain,Yes
CV,LHR,BKK,B787,12/03/2024 21:30,12/03/2024 21:30,13/03/2024 03:30,13/03/2024 01:30,5009,14,1444,73.94,Electronics,Yes,No,No,Yes,Yes,Fog,Yes
TK,MAN,SHA,A380,19/07/2024 13:07,19/07/2024 13:07,19/07/2024 17:07,19/07/2024 18:07,1362,16,1365,52,Perishables,Yes,No,No,No,No,Clear,Yes
EK,BRS,MCT,A350,06/06/2024 03:38,06/06/2024 03:58,06/06/2024 06:38,06/06/2024 06:58,8687,2,2355,80.82,General Cargo,Yes,Yes,No,No,No,Snow,Yes
GF,BRS,CAI,A320,24/07/2024 21:30,24/07/2024 21:30,25/07/2024 04:30,24/07/2024 22:30,4747,10,2724,63.35,Electronics,Yes,Yes,Yes,No,Yes,Snow,Yes
EK,BHX,DXB,A380,28/03/2024 00:06,28/03/2024 00:06,28/03/2024 06:06,28/03/2024 05:06,7550,4,1276,66.48,Healthcare,Yes,No,No,Yes,Yes,Snow,Yes
AA,ABZ,DEN,B777,24/12/2024 17:01,24/12/2024 17:36,24/12/2024 18:01,24/12/2024 18:36,2803,1,1237,54.27,Perishables,Yes,No,Yes,Yes,No,Snow,Yes
EY,BHX,DXB,B787,14/07/2024 06:40,14/07/2024 06:40,14/07/2024 08:40,14/07/2024 09:40,4703,4,1009,60.27,Perishables,No,No,Yes,No,No,Snow,Yes
GF,LGW,SHA,A350,14/02/2024 18:33,14/02/2024 20:51,14/02/2024 23:33,15/02/2024 01:51,1502,10,3156,90.4,Perishables,No,Yes,No,Yes,Yes,Fog,Yes
EK,LHR,JNB,A380,03/01/2024 21:21,03/01/2024 21:31,03/01/2024 22:21,03/01/2024 22:31,9145,16,1093,63.71,General Cargo,Yes,No,No,No,Yes,Rain,Yes
BA,BRS,SCL,A350,07/01/2024 12:55,07/01/2024 12:55,07/01/2024 13:55,07/01/2024 14:55,9221,13,2097,64.13,General Cargo,Yes,Yes,No,No,No,Snow,Yes
CX,MAN,XMN,A320,21/02/2024 05:18,21/02/2024 05:18,21/02/2024 10:18,21/02/2024 06:18,2359,1,4205,66,General Cargo,No,No,Yes,Yes,Yes,Clear,Yes
CV,NCL,DXB,B787,29/07/2024 20:23,29/07/2024 21:47,29/07/2024 23:23,30/07/2024 00:47,4166,,4489,59.44,Healthcare,Yes,No,No,Yes,Yes,Snow,Yes
DL,LGW,IAH,A350,19/11/2024 04:39,19/11/2024 04:39,19/11/2024 05:39,19/11/2024 07:39,7150,15,2809,54.72,Electronics,Yes,No,Yes,Yes,Yes,Rain,Yes
EK,BHX,BKK,A320,22/10/2024 12:03,22/10/2024 12:17,22/10/2024 13:03,22/10/2024 13:17,5869,3,4427,71.2,Perishables,No,No,No,No,Yes,Fog,Yes
BA,LHR,ATL,A380,19/08/2024 16:34,19/08/2024 16:51,19/08/2024 20:34,19/08/2024 20:51,7956,7,4157,60.09,Perishables,Yes,Yes,Yes,Yes,No,Rain,Yes
DL,BRS,IAH,B787,13/12/2024 10:58,13/12/2024 13:37,13/12/2024 14:58,13/12/2024 17:37,3455,18,,83.97,Healthcare,Yes,No,Yes,No,No,Rain,Yes
GF,BRS,CAI,B777,03/08/2024 04:19,03/08/2024 04:19,03/08/2024 09:19,03/08/2024 05:19,1729,16,2766,87.24,Perishables,No,Yes,No,No,No,Snow,Yes
UA,NCL,IAH,B777,24/09/2024 12:55,24/09/2024 13:48,24/09/2024 17:55,24/09/2024 18:48,8586,11,3903,90.9,Electronics,Yes,Yes,No,Yes,Yes,Clear,Yes
EY,BRS,BNE,B777,04/02/2024 02:55,04/02/2024 03:41,04/02/2024 07:55,04/02/2024 08:41,9102,13,2681,90.12,Healthcare,No,Yes,No,Yes,Yes,Snow,Yes
AC,BRS,YUL,A320,02/07/2024 09:41,02/07/2024 09:41,02/07/2024 12:41,02/07/2024 11:41,2102,20,4004,71.82,General Cargo,No,No,No,No,No,Fog,Yes
LH,BHX,GRU,A380,24/08/2024 06:44,24/08/2024 06:44,24/08/2024 10:44,24/08/2024 09:44,1518,20,2859,68.92,Electronics,No,No,No,No,Yes,Clear,Yes
GF,LHR,BOM,B777,13/08/2024 17:15,13/08/2024 18:54,13/08/2024 20:15,13/08/2024 21:54,2057,2,4510,63.05,General Cargo,Yes,Yes,Yes,No,Yes,Fog,Yes
BA,BRS,XMN,A350,21/11/2024 22:26,22/11/2024 00:04,22/11/2024 04:26,22/11/2024 06:04,1881,7,3825,89.04,Pharmaceuticals,Yes,No,No,No,Yes,Fog,Yes
CV,MAN,DOH,B777,05/12/2024 14:59,05/12/2024 15:16,05/12/2024 18:59,05/12/2024 19:16,4683,2,2526,77.42,Electronics,Yes,Yes,Yes,Yes,No,Snow,Yes
CX,ABZ,SYD,A350,15/10/2024 21:49,16/10/2024 00:32,16/10/2024 03:49,16/10/2024 06:32,8777,2,1095,77.34,Healthcare,Yes,No,No,No,No,Fog,Yes
AC,NCL,YYZ,A380,19/10/2024 18:30,19/10/2024 18:40,19/10/2024 22:30,19/10/2024 22:40,3707,16,3472,84.43,Electronics,No,Yes,No,No,Yes,Snow,Yes
VS,MAN,IAH,A350,22/03/2024 22:32,22/03/2024 22:48,23/03/2024 00:32,23/03/2024 00:48,3163,2,2089,59.55,Electronics,No,Yes,No,No,No,Fog,Yes
VS,ABZ,ATL,B787,15/12/2024 12:40,15/12/2024 12:56,15/12/2024 19:40,15/12/2024 19:56,6616,3,2731,88.94,General Cargo,Yes,No,No,No,No,Clear,Yes
AA,LGW,DFW,A320,27/10/2024 19:23,27/10/2024 19:23,27/10/2024 21:23,28/10/2024 00:23,2705,16,4804,55.07,Electronics,Yes,No,Yes,No,No,Rain,Yes
TP,NCL,VCP,A320,16/02/2024 20:58,16/02/2024 23:25,17/02/2024 01:58,17/02/2024 04:25,8353,13,,71.93,Healthcare,Yes,No,Yes,Yes,No,Rain,Yes
BA,ABZ,LAX,A320,11/08/2024 15:30,11/08/2024 15:30,11/08/2024 20:30,11/08/2024 19:30,7511,15,3929,82.87,Electronics,Yes,Yes,No,No,No,Fog,Yes
EY,BRS,KIX,B787,27/06/2024 06:03,27/06/2024 06:52,27/06/2024 12:03,27/06/2024 12:52,7569,8,2321,58.5,Pharmaceuticals,No,Yes,Yes,Yes,Yes,Fog,Yes
CV,MAN,MCT,B777,21/07/2024 00:20,21/07/2024 03:02,21/07/2024 03:20,21/07/2024 06:02,6802,2,2884,89.3,Pharmaceuticals,No,Yes,No,No,No,Fog,Yes
AC,LGW,YYZ,A380,12/06/2024 10:46,12/06/2024 10:46,12/06/2024 17:46,12/06/2024 13:46,4592,17,4627,78.48,Electronics,No,No,Yes,Yes,No,Snow,Yes
AC,BHX,YYZ,B787,12/04/2024 00:24,12/04/2024 00:24,12/04/2024 03:24,12/04/2024 04:24,9210,6,4593,83.54,Electronics,Yes,No,Yes,No,Yes,Fog,Yes
CX,LGW,JNB,A320,28/07/2024 11:09,28/07/2024 11:14,28/07/2024 17:09,28/07/2024 17:14,5593,1,4008,54.11,General Cargo,No,No,No,Yes,No,Snow,Yes
CK,BRS,IST,A320,07/07/2024 09:49,07/07/2024 12:47,07/07/2024 16:49,07/07/2024 19:47,1010,2,1146,63.33,Electronics,No,Yes,No,No,Yes,Fog,Yes
CK,ABZ,MCT,B787,21/11/2024 15:48,21/11/2024 15:51,21/11/2024 20:48,21/11/2024 20:51,8061,17,2424,61.34,Pharmaceuticals,Yes,Yes,Yes,No,Yes,Fog,Yes
EK,BHX,DOH,A350,11/12/2024 05:43,11/12/2024 06:08,11/12/2024 06:43,11/12/2024 07:08,6991,,4731,57.78,Healthcare,Yes,No,Yes,No,Yes,Rain,Yes
BA,BHX,ORD,B787,23/05/2024 04:02,23/05/2024 04:22,23/05/2024 11:02,23/05/2024 11:22,6240,17,1361,77.04,Pharmaceuticals,No,Yes,No,No,No,Snow,Yes
SQ,ABZ,BNE,B777,22/08/2024 20:01,22/08/2024 20:07,23/08/2024 02:01,23/08/2024 02:07,1798,16,2537,89.51,Electronics,No,Yes,Yes,Yes,No,Snow,Yes
CK,NCL,HND,B787,22/06/2024 10:07,22/06/2024 11:00,22/06/2024 16:07,22/06/2024 17:00,6812,9,2006,61.52,General Cargo,Yes,Yes,Yes,No,Yes,Fog,Yes
CX,LGW,BKK,B787,21/01/2024 07:50,21/01/2024 08:18,21/01/2024 09:50,21/01/2024 10:18,7771,5,3526,68.03,Healthcare,Yes,Yes,Yes,No,Yes,Fog,Yes
SQ,MAN,BNE,A380,05/09/2024 15:08,05/09/2024 15:58,05/09/2024 21:08,05/09/2024 21:58,2221,16,,73.08,Perishables,No,Yes,No,Yes,Yes,Snow,Yes
CV,NCL,DOH,A380,20/03/2024 03:19,20/03/2024 05:45,20/03/2024 04:19,20/03/2024 06:45,1740,14,4697,56.66,Perishables,Yes,No,Yes,No,No,Rain,Yes
BA,LHR,DEN,A320,19/08/2024 15:37,19/08/2024 17:08,19/08/2024 16:37,19/08/2024 18:08,5767,2,4320,65.5,Healthcare,No,No,No,No,Yes,Clear,Yes
BA,MAN,SCL,A380,13/03/2024 23:12,14/03/2024 00:00,14/03/2024 04:12,14/03/2024 05:00,6261,18,1235,73.85,Pharmaceuticals,No,Yes,Yes,Yes,No,Snow,Yes
SQ,MAN,SYD,A350,11/02/2024 06:41,11/02/2024 06:41,11/02/2024 07:41,11/02/2024 07:41,3552,3,1485,63.44,Electronics,Yes,No,Yes,Yes,No,Snow,Yes
AA,LHR,SCL,A320,15/12/2024 10:07,15/12/2024 10:07,16/12/2024 00:07,15/12/2024 14:07,11265,23,5426,76.07,Electronics,No,No,No,No,No,Fog,Yes
IB,ABZ,VCP,B737,24/12/2024 11:29,24/12/2024 11:29,24/12/2024 22:29,24/12/2024 15:29,11420,37,7396,75.12,Electronics,No,Yes,Yes,Yes,Yes,Rain,Yes
VS,BHX,DEN,B777,23/12/2024 19:56,23/12/2024 20:46,24/12/2024 09:56,24/12/2024 10:46,11164,13,15502,60.46,Electronics,Yes,Yes,No,No,No,Rain,Yes
DL,BRS,LAX,A320,02/12/2024 19:27,02/12/2024 19:27,03/12/2024 09:27,02/12/2024 22:27,7556,12,13206,66.07,Electronics,No,Yes,No,No,No,Snow,Yes
EK,ABZ,DXB,B777,22/12/2024 17:25,22/12/2024 17:25,23/12/2024 02:25,22/12/2024 18:25,6981,40,12534,63.1,Perishables,Yes,No,No,Yes,No,Snow,Yes
QR,NCL,IST,B737,15/12/2024 20:23,15/12/2024 20:23,16/12/2024 07:23,15/12/2024 21:23,11331,49,8208,70.37,Electronics,No,No,Yes,Yes,Yes,Clear,Yes
TK,BRS,ICN,B777,08/12/2024 23:10,08/12/2024 23:17,09/12/2024 09:10,09/12/2024 09:17,9514,37,13666,62.59,Perishables,No,No,No,Yes,No,Fog,Yes
DL,ABZ,LAX,B737,01/12/2024 15:54,01/12/2024 15:54,02/12/2024 03:54,01/12/2024 18:54,11242,48,11965,91.05,Electronics,Yes,Yes,Yes,Yes,Yes,Rain,Yes
EK,LHR,SHA,A320,26/12/2024 22:13,26/12/2024 22:13,27/12/2024 06:13,27/12/2024 00:13,5206,19,18868,67.06,General Cargo,No,Yes,Yes,Yes,No,Clear,Yes
UA,BRS,ORD,A380,07/12/2024 12:14,07/12/2024 12:14,07/12/2024 23:14,07/12/2024 13:14,11668,36,17198,70.14,Pharmaceuticals,No,No,No,No,No,Clear,Yes
EY,ABZ,BOM,B737,28/12/2024 11:43,28/12/2024 11:43,29/12/2024 00:43,28/12/2024 16:43,10450,32,12494,91.74,Electronics,No,Yes,Yes,Yes,No,Clear,Yes
EY,MAN,SIN,A320,03/12/2024 06:05,03/12/2024 06:05,03/12/2024 14:05,03/12/2024 07:05,9413,41,14545,71.82,Perishables,No,No,Yes,No,No,Snow,Yes
BA,LHR,ICN,B777,17/12/2024 16:57,17/12/2024 16:57,18/12/2024 05:57,17/12/2024 18:57,8457,7,2636,69.97,Electronics,Yes,No,Yes,Yes,No,Rain,Yes
QT,ABZ,VCP,B777,01/12/2024 00:18,01/12/2024 00:18,01/12/2024 12:18,01/12/2024 02:18,6707,30,6791,79.35,Perishables,No,No,No,Yes,Yes,Snow,Yes
GF,LGW,CPT,A380,06/12/2024 23:04,06/12/2024 23:04,07/12/2024 12:04,07/12/2024 04:04,6930,20,10339,77.79,General Cargo,No,No,Yes,Yes,No,Snow,Yes
EY,BHX,CPT,A380,26/12/2024 02:18,26/12/2024 02:18,26/12/2024 16:18,26/12/2024 04:18,6843,45,19343,73.54,Pharmaceuticals,No,Yes,No,Yes,Yes,Snow,Yes
QR,LHR,BOM,B737,23/12/2024 09:34,23/12/2024 09:34,23/12/2024 18:34,23/12/2024 11:34,5623,6,6423,93.79,Electronics,Yes,Yes,Yes,No,Yes,Fog,Yes
DL,NCL,LAX,A380,19/12/2024 15:15,19/12/2024 15:15,20/12/2024 04:15,19/12/2024 19:15,8191,37,13183,89.78,Electronics,No,Yes,No,No,No,Snow,Yes
EK,NCL,SIN,B777,30/12/2024 02:24,30/12/2024 04:13,30/12/2024 11:24,30/12/2024 13:13,8777,39,18340,67.85,Electronics,Yes,No,No,Yes,No,Clear,Yes
DL,BRS,DEN,B777,08/12/2024 06:02,08/12/2024 06:02,08/12/2024 14:02,08/12/2024 08:02,7735,16,10146,72.87,Perishables,Yes,Yes,No,No,No,Rain,Yes
AC,BRS,YUL,A380,22/12/2024 07:26,22/12/2024 07:26,22/12/2024 19:26,22/12/2024 12:26,9893,37,8022,77.24,Electronics,No,No,No,Yes,No,Fog,Yes
DL,BHX,ORD,B777,17/12/2024 16:43,17/12/2024 16:43,18/12/2024 04:43,17/12/2024 19:43,6069,10,15434,86.17,Electronics,Yes,No,No,Yes,Yes,Rain,Yes
CV,ABZ,IST,B777,01/12/2024 19:20,01/12/2024 19:52,02/12/2024 05:20,02/12/2024 05:52,5127,22,2816,73.81,Pharmaceuticals,Yes,No,No,Yes,No,Rain,Yes
EK,ABZ,ICN,B777,15/12/2024 21:22,15/12/2024 21:48,16/12/2024 06:22,16/12/2024 06:48,6409,30,1784,89.7,Electronics,No,Yes,Yes,No,No,Fog,Yes
CV,NCL,SYD,A380,18/12/2024 23:12,18/12/2024 23:18,19/12/2024 07:12,19/12/2024 07:18,9131,49,3368,62.48,Pharmaceuticals,Yes,No,No,No,No,Fog,Yes
CV,MAN,DEL,B737,02/12/2024 22:21,02/12/2024 22:21,03/12/2024 07:21,02/12/2024 23:21,5574,26,10907,61.36,Perishables,No,No,No,Yes,No,Clear,Yes
UA,MAN,ATL,B777,12/12/2024 11:04,12/12/2024 11:04,13/12/2024 00:04,12/12/2024 13:04,5876,36,5142,84.48,General Cargo,No,Yes,No,No,Yes,Rain,Yes
GF,MAN,SYD,A320,24/12/2024 18:27,24/12/2024 18:27,25/12/2024 03:27,24/12/2024 19:27,5740,30,9308,62.83,Perishables,No,Yes,Yes,No,Yes,Clear,Yes
QR,BRS,NRT,A320,15/12/2024 01:31,15/12/2024 01:31,15/12/2024 09:31,15/12/2024 02:31,9583,49,17244,82.34,Electronics,Yes,No,Yes,No,Yes,Clear,Yes
LH,BHX,VCP,A380,03/12/2024 11:25,03/12/2024 11:25,03/12/2024 23:25,03/12/2024 16:25,7744,33,10435,61.61,Electronics,No,Yes,No,No,No,Snow,Yes
AC,LGW,YYZ,B777,26/12/2024 15:20,26/12/2024 15:20,26/12/2024 23:20,26/12/2024 19:20,6757,41,6881,81.55,Electronics,Yes,Yes,No,No,No,Fog,Yes
TK,NCL,SYD,A380,26/12/2024 00:55,26/12/2024 00:55,26/12/2024 11:55,26/12/2024 01:55,8087,28,6878,93.05,General Cargo,Yes,Yes,No,No,Yes,Snow,Yes
CK,BRS,ICN,B737,03/12/2024 00:32,03/12/2024 00:32,03/12/2024 10:32,03/12/2024 02:32,10732,16,9002,88.71,General Cargo,No,Yes,No,Yes,No,Clear,Yes
SQ,BRS,MEL,A380,14/12/2024 01:50,14/12/2024 01:50,14/12/2024 15:50,14/12/2024 06:50,7896,30,17281,83.86,Pharmaceuticals,No,No,No,Yes,Yes,Fog,Yes
AA,MAN,ORD,A320,18/12/2024 12:10,18/12/2024 12:10,18/12/2024 23:10,18/12/2024 23:10,5728,25,12657,74.82,General Cargo,No,Yes,No,Yes,Yes,Clear,No
UA,BHX,DEN,B737,17/12/2024 06:31,17/12/2024 06:31,17/12/2024 19:31,17/12/2024 19:31,9132,16,4440,83.79,Perishables,No,Yes,Yes,Yes,Yes,Rain,No
BA,BRS,CAI,B737,20/12/2024 15:24,20/12/2024 15:24,21/12/2024 01:24,21/12/2024 01:24,11320,40,17779,93.55,Perishables,No,No,No,Yes,Yes,Clear,No
TK,ABZ,XMN,A380,26/12/2024 14:15,26/12/2024 14:15,27/12/2024 00:15,27/12/2024 00:15,9491,29,12130,67.45,Electronics,No,No,Yes,No,Yes,Clear,No
CK,NCL,MEL,B737,26/12/2024 06:13,26/12/2024 06:13,26/12/2024 18:13,26/12/2024 18:13,10334,33,5330,84.7,Perishables,Yes,Yes,No,Yes,No,Rain,No
AA,ABZ,DFW,A320,06/12/2024 06:45,06/12/2024 06:45,06/12/2024 15:45,06/12/2024 15:45,10512,31,18924,77.97,Pharmaceuticals,Yes,No,Yes,No,No,Clear,No
BA,BHX,ATL,A320,31/12/2024 06:24,31/12/2024 06:24,31/12/2024 17:24,31/12/2024 17:24,8141,35,2810,87.2,Pharmaceuticals,Yes,Yes,Yes,Yes,No,Rain,No
QR,LGW,MCT,A320,13/12/2024 17:27,13/12/2024 17:27,14/12/2024 04:27,14/12/2024 04:27,11619,12,14116,88.8,Perishables,Yes,Yes,Yes,Yes,Yes,Clear,No
CV,LHR,BOM,A320,25/12/2024 23:32,25/12/2024 23:32,26/12/2024 12:32,26/12/2024 12:32,7105,48,13972,93.95,Electronics,Yes,Yes,Yes,Yes,No,Rain,No
CV,ABZ,IST,B777,05/12/2024 03:34,05/12/2024 03:34,05/12/2024 11:34,05/12/2024 11:34,11190,45,6645,70.31,Electronics,Yes,No,Yes,No,No,Clear,No
AA,BRS,DEN,A380,12/12/2024 09:31,12/12/2024 11:12,12/12/2024 20:31,12/12/2024 22:12,5667,12,10337,66.58,Pharmaceuticals,No,Yes,No,No,No,Rain,Yes
AC,LGW,YYZ,B777,27/12/2024 21:16,27/12/2024 21:16,28/12/2024 09:16,28/12/2024 09:16,7508,32,18308,64.66,Perishables,No,Yes,Yes,No,No,Clear,No
AC,LGW,YYZ,B737,10/12/2024 23:29,10/12/2024 23:29,11/12/2024 11:29,11/12/2024 11:29,10124,37,3193,94.55,Electronics,Yes,Yes,Yes,Yes,No,Clear,No
EK,LHR,BOM,A380,17/12/2024 12:32,17/12/2024 12:32,17/12/2024 22:32,17/12/2024 22:32,5510,5,1404,61.97,Pharmaceuticals,Yes,No,No,Yes,Yes,Clear,No
AC,ABZ,YYZ,A320,23/12/2024 04:52,23/12/2024 04:52,23/12/2024 13:52,23/12/2024 13:52,9178,21,16444,75.77,Pharmaceuticals,Yes,No,Yes,Yes,Yes,Clear,No
VS,BHX,ORD,A320,08/12/2024 01:27,08/12/2024 01:27,08/12/2024 15:27,08/12/2024 15:27,11297,38,11357,89.1,Pharmaceuticals,No,Yes,No,Yes,No,Clear,No
AC,MAN,YYZ,A320,17/12/2024 15:46,17/12/2024 15:46,18/12/2024 03:46,18/12/2024 03:46,11996,18,5673,88.18,Perishables,No,No,No,No,No,Rain,No
AC,NCL,YUL,B737,18/12/2024 14:26,18/12/2024 16:03,19/12/2024 01:26,19/12/2024 03:03,9344,42,10550,73.88,Perishables,No,Yes,No,Yes,Yes,Clear,Yes
AA,LHR,ORD,B777,17/12/2024 09:16,17/12/2024 09:16,17/12/2024 21:16,17/12/2024 21:16,7593,10,15388,72.16,Pharmaceuticals,No,Yes,Yes,Yes,No,Clear,No
CK,LGW,MCT,A380,23/12/2024 15:30,23/12/2024 15:30,24/12/2024 02:30,24/12/2024 02:30,9455,8,10911,74.41,General Cargo,No,Yes,Yes,Yes,Yes,Clear,No
SQ,NCL,JNB,B737,19/12/2024 18:20,19/12/2024 19:51,20/12/2024 03:20,20/12/2024 04:51,8900,26,14716,79.21,Electronics,Yes,No,Yes,No,No,Rain,Yes
CK,NCL,DXB,B737,26/12/2024 12:26,26/12/2024 13:12,26/12/2024 20:26,26/12/2024 21:12,7261,34,13394,92.23,Electronics,Yes,No,Yes,No,No,Clear,Yes
QR,LGW,BKK,A380,29/12/2024 19:14,29/12/2024 19:14,30/12/2024 08:14,30/12/2024 08:14,5525,30,9150,78.59,Pharmaceuticals,No,No,Yes,No,No,Clear,No
TK,ABZ,ICN,A380,03/12/2024 14:22,03/12/2024 14:22,04/12/2024 04:22,04/12/2024 04:22,6531,49,8673,72.4,Perishables,No,No,Yes,No,Yes,Clear,No
AC,MAN,YYZ,B737,07/12/2024 16:38,07/12/2024 17:21,08/12/2024 00:38,08/12/2024 01:21,11288,17,12475,76.59,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Rain,Yes
CV,LGW,BJS,A380,22/12/2024 01:46,22/12/2024 01:46,22/12/2024 09:46,22/12/2024 09:46,11891,23,16913,69.93,Pharmaceuticals,No,Yes,No,No,No,Rain,No
CX,BRS,CPT,A320,06/12/2024 04:56,06/12/2024 04:56,06/12/2024 17:56,06/12/2024 17:56,7324,10,2605,68.61,General Cargo,Yes,No,No,Yes,No,Rain,No
CV,ABZ,ICN,A380,03/12/2024 18:30,03/12/2024 18:30,04/12/2024 05:30,04/12/2024 05:30,5919,35,17389,73.92,General Cargo,No,No,Yes,No,Yes,Rain,No
TP,NCL,VCP,B737,24/12/2024 05:50,24/12/2024 05:50,24/12/2024 14:50,24/12/2024 14:50,5846,15,14703,76.68,Electronics,No,No,No,Yes,No,Rain,No
CV,LGW,VCP,A380,20/12/2024 00:19,20/12/2024 00:19,20/12/2024 14:19,20/12/2024 14:19,7048,30,13941,70.1,Electronics,Yes,No,No,Yes,Yes,Clear,No
CV,NCL,MEL,A380,01/12/2024 05:49,01/12/2024 05:49,01/12/2024 17:49,01/12/2024 17:49,11038,14,3219,67.06,General Cargo,Yes,No,No,No,Yes,Clear,No
AC,ABZ,YYZ,A320,09/12/2024 10:14,09/12/2024 10:14,10/12/2024 00:14,10/12/2024 00:14,8490,34,10310,92.53,Pharmaceuticals,Yes,Yes,No,No,No,Rain,No
EY,BRS,IST,A320,02/12/2024 11:34,02/12/2024 12:13,03/12/2024 00:34,03/12/2024 01:13,8643,33,9007,88.98,Electronics,No,Yes,No,No,No,Fog,Yes
GF,BHX,IST,A320,19/12/2024 13:25,19/12/2024 13:25,19/12/2024 21:25,19/12/2024 21:25,10868,46,19520,83.9,General Cargo,No,Yes,Yes,No,No,Clear,No
EK,LHR,MCT,B737,01/12/2024 22:14,01/12/2024 22:14,02/12/2024 06:14,02/12/2024 06:14,6248,6,19381,62.33,General Cargo,Yes,Yes,Yes,Yes,Yes,Rain,No
AC,BRS,YUL,A380,19/12/2024 07:41,19/12/2024 07:55,19/12/2024 21:41,19/12/2024 21:55,10788,37,10446,80.06,Electronics,Yes,No,No,Yes,Yes,Clear,Yes
AC,LGW,YYZ,A380,01/12/2024 03:21,01/12/2024 03:21,01/12/2024 15:21,01/12/2024 03:46,10754,14,12104,63.6,Electronics,No,No,Yes,Yes,No,Clear,Yes
EK,LGW,ICN,B777,15/12/2024 07:04,15/12/2024 07:04,15/12/2024 18:04,15/12/2024 07:29,7891,49,16770,82.44,Perishables,Yes,Yes,No,No,No,Fog,Yes
CX,BHX,CPT,B777,11/12/2024 09:39,11/12/2024 09:39,11/12/2024 23:39,11/12/2024 10:04,5814,30,11541,81.52,Pharmaceuticals,Yes,Yes,Yes,No,No,Rain,Yes
BA,NCL,BOM,A380,08/12/2024 10:11,08/12/2024 12:02,08/12/2024 21:11,08/12/2024 23:02,7935,41,6959,82.8,Electronics,No,No,No,Yes,No,Clear,Yes
BA,MAN,VCP,A320,14/12/2024 07:40,14/12/2024 07:40,14/12/2024 21:40,14/12/2024 08:05,6792,41,4476,65.79,General Cargo,No,No,No,Yes,Yes,Snow,Yes
IB,BHX,VCP,B777,15/12/2024 20:46,15/12/2024 20:54,16/12/2024 05:46,16/12/2024 05:54,8507,30,14224,64,General Cargo,No,No,Yes,No,Yes,Rain,Yes
GF,MAN,DXB,A380,02/12/2024 16:42,02/12/2024 17:32,03/12/2024 05:42,03/12/2024 06:32,9759,29,2990,65.79,Electronics,Yes,Yes,No,Yes,Yes,Snow,Yes
